,plugin,conda_downloads,pypi_downloads
67,napari-vedo-bridge,,359.0
68,napari-turing,15.0,16.0
69,Partial-Aligner,9.0,18.0
70,napari-stress,,136.0
71,napari-quoll,,13.0
72,napari-apple,,36.0
73,napari-stable-diffusion,,113.0
74,napari-yolov5,27.0,27.0
75,napari-labelling-assistant,9.0,33.0
76,napari-checkerboard,,61.0
77,napari-imsmicrolink,24.0,65.0
78,napari-brainbow-diagnose,,33.0
79,napari-power-widgets,,12.0
80,napari-nasa-samples,8.0,28.0
81,napari-roi-registration,18.0,54.0
82,napari-folder-browser,114.0,68.0
83,napari-live-recording,14.0,131.0
84,napari-dvid,8.0,16.0
85,napari-annotatorj,16.0,47.0
86,napari-caphid,,103.0
87,napari-process-points-and-surfaces,,267.0
88,napari-clipboard,,
89,pycudadecon,60.0,32.0
90,napari-cell-centroid-annotator,,19.0
91,napari-seedseg,,26.0
92,eats-worm,,32.0
93,napari-em-reader,7.0,12.0
94,recOrder-napari,48.0,161.0
95,napari-labelimg4classification,7.0,25.0
96,napari-roi,71.0,134.0
97,PartSeg-smfish,25.0,25.0
98,napari-tomoslice,9.0,26.0
99,napari-cryoet-data-portal,,
100,napari-labeling,10.0,16.0
101,napari-time-slicer,194.0,959.0
102,napari-indices,,32.0
103,napari-qrcode,,19.0
104,napari-arboretum,22.0,71.0
105,napari-sam,,256.0
106,napari-features,9.0,36.0
107,allencell-ml-segmenter,,53.0
108,napari-micromanager,16.0,28.0
109,napari-mri,7.0,18.0
110,napari-medical-image-formats,9.0,40.0
111,napari-rioxarray,,14.0
112,napari-script-editor,25.0,262.0
113,napari-spacetx-explorer,8.0,29.0
114,napari-graph,,468.0
115,napari-PHILOW,10.0,31.0
116,napari-sc3D-viewer,8.0,178.0
117,napari-bigfish,,30.0
118,nucleaizer-backend,,19.0
119,hesperos,73.0,284.0
120,napari-tiler,33.0,28.0
121,faser,,102.0
122,napari-layer-details-display,26.0,118.0
123,napari-meshio,,18.0
124,napari-figure,,45.0
125,napari-locpix,,20.0
126,napari-labels-overlap,17.0,21.0
127,napari-annotate,,46.0
128,napari-large-image-importer,,23.0
129,napari-patchcreator,,18.0
130,napari-labelprop,,39.0
131,napari-mat-images,9.0,17.0
132,napari-result-stack,,11.0
133,napari-nanopyx,,48.0
134,brainreg-napari,,216.0
135,napari-PICASSO,9.0,19.0
136,psfmodels,119.0,243.0
137,zarr-tools,,37.0
138,misic-napari,20.0,47.0
139,napari-bfio,,
140,napari-multitask,7.0,14.0
141,napari-tracks-reader,7.0,21.0
142,napari-boids,,11.0
143,napari-stl-exporter,30.0,172.0
144,napari-ndtiffs,20.0,912.0
145,Offset-Subtraction,7.0,21.0
146,Layer-Data-Replace,9.0,19.0
147,napari-unicell,,26.0
148,napari-spreadsheet,,227.0
149,napari-tomodl,,65.0
150,napari-accelerated-pixel-and-object-classification,101.0,307.0
151,napari-compressed-labels-io,10.0,18.0
152,Image-Part-Selecter,8.0,26.0
153,napari-animation,14.0,549.0
154,napari-omero,8.0,61.0
155,napari-segment,,105.0
156,napari-workshop-browser,,221.0
157,napari-nd-cropper,9.0,26.0
158,cellpose-napari,27.0,211.0
159,palmari,60.0,163.0
160,napari-serialcellpose,,51.0
161,napari-pystackreg,9.0,68.0
162,napari-elementary-numpy-operations,7.0,28.0
163,napari-wsireg,,20.0
164,napari-umap,,11.0
165,napari-steinpose,,14.0
166,napari-dzi-zarr,7.0,31.0
167,napari-pixel-correction,,14.0
168,cellfinder-napari,31.0,361.0
169,napari-tissuumaps,8.0,31.0
170,napari-file-watcher,,36.0
171,napari-tabu,114.0,78.0
172,RedLionfish,113.0,297.0
173,napari-SAM4IS,,114.0
174,napari-IP-workflow,9.0,14.0
175,nfinder,26.0,19.0
176,napari-geojson,17.0,52.0
177,napari-J,24.0,30.0
178,napari-amdtrk,,22.0
179,napari-plot-profile,124.0,100.0
180,napari-clemreg,,34.0
181,anchor-droplet-chip,,182.0
182,napari-tiledb-bioimg,,15.0
183,PlatyMatch,114.0,67.0
184,in-silico-fate-mapping,,26.0
185,napari-boardgame-maker,,
186,snouty-viewer,,243.0
187,napari-properties-plotter,8.0,31.0
188,avidaq,20.0,74.0
189,brainglobe-napari-io,28.0,649.0
190,napari-lattice,,89.0
191,napari-gruvbox,,36.0
192,napari-video-cvdask,,23.0
193,bfio,,1662.0
194,napari-imaris-loader,49.0,68.0
195,napari-chatgpt,,293.0
196,napari-sif-reader,,9.0
197,morphospaces,,14.0
198,napari-apr-viewer,,21.0
199,guanine-crystal-analysis,8.0,30.0
200,napari-spatial-omics,8.0,31.0
201,brainreg-segment,21.0,788.0
202,napari-flim-phasor-plotter,,
203,napari-bacseg,,130.0
204,napari-nD-annotator,16.0,215.0
205,napari-blob-detection,116.0,61.0
206,napari-time-series-plotter,24.0,131.0
207,napari-cupy-image-processing,56.0,53.0
208,napari-LF,,40.0
209,napari-correct-drift,,31.0
210,napari-bbox,,34.0
211,napari_video,33.0,42.0
212,napari-brainways,,68.0
213,napari-stracking,9.0,29.0
214,napari-cryofibsem-monitor,20.0,22.0
215,arcos-gui,21.0,120.0
216,napari-metroid,9.0,20.0
217,napari-bigwarp,8.0,16.0
218,napari-image-stacker,21.0,31.0
219,acquifer-napari,,166.0
220,napari-denoiseg,,27.0
221,napari-help,8.0,11.0
222,vollseg-napari-mtrack,,171.0
223,napari-pymeshlab,,34.0
224,napari-nucleaizer,,14.0
225,napari-pssr,,18.0
226,napari-error-reporter,17.0,19.0
227,grabber-ift,9.0,37.0
228,workshop-demo,8.0,22.0
229,napari-brightness-contrast,133.0,100.0
230,disease-classifier,,20.0
231,napari-zulip,,15.0
232,morphometrics,64.0,81.0
233,napari-nikon-nd2,9.0,38.0
234,napari-cookiecut,,16.0
235,napari-svg,78.0,33671.0
236,Large-Image-Viewer,,
237,napari-subboxer,8.0,13.0
238,napari-proofread-brainbow,,29.0
239,napari-trait2d,14.0,28.0
240,napari-text-layer,8.0,23.0
241,napari-conidie,,14.0
242,napari-merge-stardist-masks,,89.0
243,Label-Creator,9.0,35.0
244,napari-aicsimageio,55.0,837.0
245,napari-dv,8.0,48.0
246,PartSeg,149.0,614.0
247,napari-deepfinder,,23.0
248,napari-filament-annotator,,33.0
249,imaxt-multiscale-plugin,,62.0
250,napari-h5,,
251,napari-napari,,24.0
252,napari-label-interpolator,,20.0
253,napari-segment-anything,,80.0
254,napari-EMD,,
255,napari-tracing,,21.0
256,napari-pyclesperanto-assistant,72.0,479.0
257,napari-plot,32.0,209.0
258,napari-tomotwin,,272.0
259,elastix-napari,,193.0
260,napari-nifti,,142.0
261,napari-assistant-plugin-generator,,13.0
262,napari-deeplabcut,55.0,1541.0
263,napari-bio-sample-data,9.0,28.0
264,affinder,21.0,97.0
265,napari-shape-odyssey,,
266,koopa-viz,9.0,38.0
267,smo,7.0,219.0
268,ilastik-napari,,47.0
269,napari-features-selector,,19.0
270,napari-live-flim,,29.0
271,napari-solarized,,17.0
272,napari-yapic-prediction,15.0,38.0
273,napari-czann-segment,25.0,71.0
274,yt-napari,8.0,20.0
275,napari-workflow-optimizer,123.0,69.0
276,napari-pointslayer-projection,,16.0
277,btrack,81.0,557.0
278,napari-macrokit,,24.0
279,napari-blossom,9.0,20.0
280,napari-microscope,8.0,20.0
281,napari-sift-registration,7.0,22.0
282,napari-bil-data-viewer,10.0,125.0
283,napari-hough-circle-detector,,20.0
284,napari-laptrack,,30.0
285,napari-kics,10.0,24.0
286,skan,70.0,9927.0
287,napari-3d-ortho-viewer,119.0,38.0
288,napari-psf-simulator,9.0,31.0
289,napari-blender-bridge,,21.0
290,devbio-napari,245.0,324.0
291,napari-bioformats,23.0,63.0
292,napari-sairyscan,,17.0
293,napari-timeseries-opener-plugin,26.0,35.0
294,napari-listener,,15.0
295,napari-gemspa,,48.0
296,multireg,,232.0
297,napari-sdeconv,9.0,27.0
298,bbii-decon,11.0,32.0
299,napari-ccp4map,9.0,17.0
300,napari-bleach-correct,,22.0
301,organelle-segmenter-plugin,,29.0
302,napari-matplotlib,29.0,1322.0
303,napari-deepmeta,8.0,43.0
304,napari-superres,,65.0
305,napari-mouse-controls,113.0,75.0
306,napari-mzarr,,37.0
307,napari-nyxus,,12.0
308,napari-input-visualizer,,14.0
309,napari-pdf-reader,10.0,15.0
310,skeleton-finder,,24.0
311,napari-tomocube-data-viewer,,15.0
312,napari-mat-file-reader,,13.0
313,napari-calibration,,32.0
314,napari-vodex,,59.0
315,platelet-unet-watershed,12.0,21.0
316,napari-allencell-segmenter,30.0,195.0
317,napari-data-preview,,17.0
318,napari-buds,,49.0
319,napari-mrcfile-reader,14.0,73.0
320,napari-griottes,,23.0
321,napari-tyssue,,34.0
322,napari-ui-tracer,,19.0
323,napari-nlm,,29.0
324,napari-manual-transforms,8.0,23.0
325,napari-hdf5-labels-io,11.0,40.0
326,napari-zelda,7.0,40.0
327,napari-ome-zarr,70.0,616.0
328,napari-mclabel,,119.0
329,napari-ISM,16.0,66.0
330,napari-lazy-openslide,16.0,58.0
331,Image-Composer,8.0,28.0
332,zarpaint,,23.0
333,napari-boxmanager,,706.0
334,vollseg-napari-trackmate,,1165.0
335,napari-splineit,37.0,35.0
336,okapi-em,,81.0
337,stardist-napari,22.0,135.0
338,napari-geoscience-viewer,,38.0
339,epitools,,112.0
340,napari-skimage-regionprops,138.0,1215.0
341,spots-in-yeasts,,
342,napari-mm3,,83.0
343,tootapari,,162.0
344,napari-owncloud,,18.0
345,napari-properties-viewer,8.0,49.0
